file_name,how_many,primary_posture,primary_occluded,staff_patient_other
4469-0-885x657_cat-1_003.jpg,Two,Standing,Yes,Staff
cbfdd2ec-8c20-4a83-81c6-899541ee6a63_cat-1_002.png,One,Standing,No,Other
cbfdd2ec-8c20-4a83-81c6-899541ee6a63_cat-1_000.png,One,Standing,No,Staff
cbee4bfe-a37a-4a36-b3c3-7a5c562b0e10_cat-1_001.png,Two,Sitting,Yes,Patient
cbee4bfe-a37a-4a36-b3c3-7a5c562b0e10_cat-1_000.png,Two,Sitting,No,Patient
cbe3be12-c3e2-4b55-a0d7-85a89596e13c_cat-1_002.png,One,Lying,Yes,Patient
cbe3be12-c3e2-4b55-a0d7-85a89596e13c_cat-1_001.png,Two,Standing,Yes,Staff
cbe3be12-c3e2-4b55-a0d7-85a89596e13c_cat-1_000.png,One,Standing,Yes,Staff
cbd32ef4-9e66-4bb2-a725-ad18bb9c0c51_cat-1_003.png,None,Unknown,Unknown / Watermark,Other
cbd32ef4-9e66-4bb2-a725-ad18bb9c0c51_cat-1_002.png,One,Standing,No,Staff
cbd32ef4-9e66-4bb2-a725-ad18bb9c0c51_cat-1_001.png,None,Unknown,Unknown / Watermark,Other
4469-0-885x657_cat-1_002.jpg,One,Standing,Yes,Staff
cbd32ef4-9e66-4bb2-a725-ad18bb9c0c51_cat-1_000.png,One,Sitting,No,Patient
cb38d45d-5500-44a2-96df-a46171df6a3e_cat-1_001.png,Two,Unknown,Unknown / Watermark,Other
cb38d45d-5500-44a2-96df-a46171df6a3e_cat-1_000.png,One,Sitting,No,Patient
cb31d4e2-2489-4097-be3d-2ceee39fc75d_cat-1_000.png,One,Sitting,Yes,Patient
cb2a35e6-a1fe-4238-bda3-dbac061bdb14_cat-1_004.png,One,Unknown,Yes,Other
cb2a35e6-a1fe-4238-bda3-dbac061bdb14_cat-1_003.png,Two,Standing,Yes,Other
cb2a35e6-a1fe-4238-bda3-dbac061bdb14_cat-1_002.png,None,Unknown,Unknown / Watermark,Other
cb2a35e6-a1fe-4238-bda3-dbac061bdb14_cat-1_001.png,Two,Standing,Yes,Staff
cb2a35e6-a1fe-4238-bda3-dbac061bdb14_cat-1_000.png,One,Sitting,Yes,Patient
cb1e0155-3626-4994-ab92-80a4acf533f8_cat-1_002.png,One,Standing,Yes,Staff
4469-0-885x657_cat-1_001.jpg,One,Standing,Yes,Staff
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_006.jpg,One,Unknown,Yes,Other
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_005.jpg,One,Sitting,No,Patient
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_004.jpg,Three,Unknown,Unknown / Watermark,Other
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_003.jpg,One,Standing,No,Patient
376250444-bedding-specimen-laboratory-sickbed-nurse_cat-1_001.jpg,One,Standing,Yes,Staff
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_002.jpg,One,Standing,No,Staff
a7133be1-afda-4f03-9633-74ad93aee1ec_cat-1_001.jpg,One,Sitting,Yes,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_012.jpg,Two,Standing,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_011.jpg,One,Standing,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_010.jpg,Two,Unknown,Unknown / Watermark,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_009.jpg,One,Standing,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_008.jpg,One,Sitting,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_007.jpg,One,Sitting,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_006.jpg,Three,Unknown,Unknown / Watermark,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_005.jpg,One,Sitting,Yes,Staff
376250444-bedding-specimen-laboratory-sickbed-nurse_cat-1_000.jpg,One,Standing,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_004.jpg,One,Sitting,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_003.jpg,One,Sitting,Yes,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_002.jpg,One,Sitting,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_001.jpg,One,Sitting,No,Staff
a619eaf1-b288-4415-a366-f454bf5d47e8_cat-1_000.jpg,Two,Unknown,Unknown / Watermark,Staff
a5d1dfee-e60a-4616-8386-122aae1476ef_cat-1_001.jpg,One,Standing,No,Staff
a5d1dfee-e60a-4616-8386-122aae1476ef_cat-1_000.jpg,One,Sitting,No,Patient
a58f6ed1-0646-4c05-acf8-968d793fe14f_cat-1_001.png,One,Sitting,No,Staff
a58f6ed1-0646-4c05-acf8-968d793fe14f_cat-1_000.png,Two,Unknown,Unknown / Watermark,Other
a5793542-9f45-46bc-baae-baac42007ce1_cat-1_001.png,One,Standing,No,Staff
3724123-a-nurse-making-a-bed-in-a-hospital-ward_cat-1_000.jpg,One,Standing,No,Staff
a5793542-9f45-46bc-baae-baac42007ce1_cat-1_000.png,One,Standing,No,Staff
A4M6H7_2361770b_cat-1_000.jpg,One,Lying,No,Patient
a4508d38-018d-414f-9e9e-7a53461e22a9_cat-1_004.png,None,Unknown,Unknown / Watermark,Other
a4508d38-018d-414f-9e9e-7a53461e22a9_cat-1_003.png,One,Lying,No,Patient
a4508d38-018d-414f-9e9e-7a53461e22a9_cat-1_002.png,None,Standing,Yes,Staff
a4508d38-018d-414f-9e9e-7a53461e22a9_cat-1_001.png,One,Standing,No,Staff
a4508d38-018d-414f-9e9e-7a53461e22a9_cat-1_000.png,One,Standing,No,Staff
a42a6392-13ac-4824-abdb-4c72ac84f38d_cat-1_001.jpg,Two,Unknown,Unknown / Watermark,Other
a42a6392-13ac-4824-abdb-4c72ac84f38d_cat-1_000.jpg,One,Standing,No,Staff
a3cfd057-e9b4-4667-9eb3-4c3fed8730f4_cat-1_002.png,One,Standing,No,Other
37127434-cfc1-4ff2-b941-28ff9fd324c7_cat-1_002.PNG,One,Standing,Yes,Staff
a3cfd057-e9b4-4667-9eb3-4c3fed8730f4_cat-1_001.png,One,Standing,Yes,Staff
a3cfd057-e9b4-4667-9eb3-4c3fed8730f4_cat-1_000.png,One,Standing,No,Other
a3b63697-bc6b-41ea-a4db-4833a8d734fd_cat-1_003.png,One,Sitting,No,Patient
a3b63697-bc6b-41ea-a4db-4833a8d734fd_cat-1_002.png,One,Sitting,No,Other
a3b63697-bc6b-41ea-a4db-4833a8d734fd_cat-1_001.png,One,Lying,No,Patient
a3b63697-bc6b-41ea-a4db-4833a8d734fd_cat-1_000.png,One,Standing,No,Staff
a3b5cb2f-b385-46f7-b1e7-2e58dabfc95d_cat-1_002.png,None,Unknown,Unknown / Watermark,Other
a3b5cb2f-b385-46f7-b1e7-2e58dabfc95d_cat-1_001.png,One,Sitting,No,Patient
a3b5cb2f-b385-46f7-b1e7-2e58dabfc95d_cat-1_000.png,One,Standing,No,Staff
a34a6e8d-13eb-47eb-a027-b53ff372c106_cat-1_002.png,One,Sitting,No,Patient
37127434-cfc1-4ff2-b941-28ff9fd324c7_cat-1_000.PNG,One,Standing,No,Staff
a34a6e8d-13eb-47eb-a027-b53ff372c106_cat-1_001.png,None,Unknown,Unknown / Watermark,Staff
FK-O-6_cat-1_001.png,One,Standing,No,Staff
FK-O-6_cat-1_000.png,One,Lying,Yes,Patient
FK-O-58_cat-1_002.png,One,Sitting,No,Staff
FK-O-58_cat-1_001.png,One,Sitting,No,Other
5ff93f97-57ed-4d00-8ddd-77a3b65d5871_cat-1_019.jpg,Two,Standing,Yes,Staff
FK-O-58_cat-1_000.png,One,Sitting,No,Patient
FK-O-56_cat-1_003.png,One,Standing,No,Staff
FK-O-56_cat-1_002.png,One,Standing,No,Staff
FK-O-56_cat-1_001.png,One,Standing,Yes,Staff
FK-O-56_cat-1_000.png,One,Lying,No,Patient
FK-O-55_cat-1_001.png,One,Sitting,No,Patient
FK-O-55_cat-1_000.png,One,Standing,No,Other
FK-O-53_cat-1_000.png,One,Lying,No,Patient
FK-O-52_cat-1_002.png,One,Standing,No,Staff
FK-O-52_cat-1_001.png,One,Standing,No,Staff
5ff93f97-57ed-4d00-8ddd-77a3b65d5871_cat-1_018.jpg,One,Standing,No,Staff
FK-O-52_cat-1_000.png,One,Lying,No,Patient
FK-O-49_cat-1_003.png,One,Standing,Yes,Staff
FK-O-49_cat-1_002.png,One,Lying,No,Patient
FK-O-49_cat-1_001.png,One,Standing,No,Staff
FK-O-49_cat-1_000.png,One,Lying,No,Patient
FK-O-48_cat-1_004.png,One,Unknown,Unknown / Watermark,Patient
FK-O-48_cat-1_003.png,One,Standing,Yes,Staff
FK-O-48_cat-1_002.png,One,Standing,No,Staff
FK-O-48_cat-1_001.png,Two,Sitting,No,Patient
FK-O-48_cat-1_000.png,One,Sitting,No,Patient
5ff93f97-57ed-4d00-8ddd-77a3b65d5871_cat-1_017.jpg,One,Unknown,No,Staff
FK-O-46_cat-1_001.png,One,Lying,No,Patient
FK-O-46_cat-1_000.png,One,Standing,Yes,Staff
FK-O-45_cat-1_001.png,One,Standing,No,Staff
FK-O-45_cat-1_000.png,One,Lying,No,Patient
FK-O-44_cat-1_003.png,One,Unknown,Yes,Other
FK-O-44_cat-1_002.png,One,Standing,No,Staff
FK-O-44_cat-1_001.png,One,Lying,No,Patient
FK-O-44_cat-1_000.png,One,Standing,Yes,Staff
FK-O-43_cat-1_004.png,One,Standing,No,Staff
FK-O-43_cat-1_003.png,One,Standing,No,Staff
5ff93f97-57ed-4d00-8ddd-77a3b65d5871_cat-1_016.jpg,One,Standing,No,Staff
FK-O-43_cat-1_002.png,One,Sitting,No,Patient
FK-O-43_cat-1_001.png,Two,Sitting,No,Patient
FK-O-43_cat-1_000.png,One,Standing,Yes,Staff
FK-O-42_cat-1_008.png,One,Unknown,Yes,Other
FK-O-42_cat-1_006.png,Two,Unknown,Yes,Staff
FK-O-42_cat-1_004.png,One,Standing,Yes,Staff
FK-O-42_cat-1_003.png,One,Standing,No,Staff
FK-O-42_cat-1_002.png,One,Sitting,No,Patient
FK-O-42_cat-1_001.png,One,Standing,Yes,Staff
FK-O-42_cat-1_000.png,One,Standing,Yes,Staff
5ff93f97-57ed-4d00-8ddd-77a3b65d5871_cat-1_015.jpg,One,Standing,No,Staff
FK-O-41_cat-1_003.png,One,Sitting,No,Patient
SU-O-9_cat-1_000.png,One,Sitting,No,Patient
SU-O-89_cat-1_010.png,One,Standing,Unknown / Watermark,Staff
SU-O-89_cat-1_009.png,One,Unknown,Yes,Patient
SU-O-89_cat-1_008.png,One,Sitting,Yes,Other
SU-O-89_cat-1_007.png,One,Standing,No,Staff
SU-O-89_cat-1_006.png,Two,Standing,Yes,Other
SU-O-89_cat-1_005.png,One,Standing,No,Staff
SU-O-89_cat-1_004.png,None,,,
SU-O-89_cat-1_003.png,One,Lying,No,Patient
88fa4906-73ef-47db-b35b-4d388188d32d_cat-1_000.png,One,Sitting,No,Other
SU-O-89_cat-1_002.png,Two,Sitting,No,Patient
SU-O-89_cat-1_001.png,Three,Lying,No,Patient
SU-O-89_cat-1_000.png,One,Lying,No,Patient
SU-O-88_cat-1_001.png,Two,Sitting,No,Patient
SU-O-88_cat-1_000.png,One,Sitting,Yes,Other
SU-O-87_cat-1_002.png,One,Standing,No,Staff
SU-O-87_cat-1_001.png,One,Sitting,No,Patient
SU-O-87_cat-1_000.png,Two,Sitting,No,Patient
SU-O-86_cat-1_002.png,One,Standing,No,Staff
SU-O-86_cat-1_001.png,One,Sitting,No,Patient
88f40b81-ae2a-4ad5-b3ec-97dffc7d96e9_cat-1_001.png,One,Sitting,No,Patient
SU-O-86_cat-1_000.png,Two,Sitting,No,Patient
SU-O-85_cat-1_004.png,Two,Standing,Yes,Staff
SU-O-85_cat-1_003.png,One,Standing,No,Staff
SU-O-85_cat-1_002.png,Two,Standing,No,Staff
SU-O-85_cat-1_001.png,One,Sitting,No,Other
SU-O-85_cat-1_000.png,Two,Lying,No,Patient
SU-O-84_cat-1_003.png,One,Unknown,Yes,Staff
SU-O-84_cat-1_002.png,Two,Standing,No,Staff
SU-O-84_cat-1_001.png,One,Lying,Yes,Patient
SU-O-84_cat-1_000.png,Two,Lying,No,Patient
88f40b81-ae2a-4ad5-b3ec-97dffc7d96e9_cat-1_000.png,One,Sitting,No,Staff
SU-O-83_cat-1_006.png,One,Unknown,Yes,
SU-O-83_cat-1_005.png,Two,Unknown,Yes,
SU-O-83_cat-1_004.png,None,,,
SU-O-83_cat-1_003.png,Two,Standing,No,Staff
SU-O-83_cat-1_002.png,One,Sitting,No,Patient
SU-O-83_cat-1_001.png,Three,Sitting,No,Patient
SU-O-83_cat-1_000.png,One,Unknown,Yes,Staff
SU-O-82_cat-1_002.png,One,Standing,No,Staff
SU-O-82_cat-1_001.png,One,Sitting,No,Other
SU-O-82_cat-1_000.png,One,Sitting,Yes,Patient
88ed8fab-7b2b-4fa2-9c0c-e5ac171d210f_cat-1_005.png,Two,Lying,No,Patient
SU-O-81_cat-1_002.png,One,Standing,No,Staff
SU-O-81_cat-1_001.png,One,Sitting,No,Patient
SU-O-81_cat-1_000.png,Two,Sitting,No,Patient
SU-O-80_cat-1_002.png,One,Sitting,No,Other
SU-O-80_cat-1_001.png,One,Sitting,No,Patient
SU-O-80_cat-1_000.png,One,Sitting,No,Patient
SU-O-8_cat-1_001.png,One,Sitting,Yes,Other
FK O-208_cat-1_002.png,One,Standing,No,Staff
FK O-208_cat-1_001.png,Two,Standing,No,Staff
FK O-208_cat-1_000.png,Three,Lying,No,Patient
FK O-207_cat-1_001.png,One,Standing,No,Staff
FK O-207_cat-1_000.png,Two,Standing,No,Other
FK O-205_cat-1_000.png,One,Lying,No,Patient
FK O-203_cat-1_003.png,One,Standing,No,Staff
FK O-203_cat-1_002.png,One,Standing,No,Staff
621fc6a8-9648-4b30-a0a7-781953f685cc_cat-1_001.png,One,Standing,No,Staff
FK O-203_cat-1_001.png,One,Lying,No,Patient
FK O-203_cat-1_000.png,None,,,
FK O-202_cat-1_003.png,One,Standing,No,Staff
FK O-202_cat-1_002.png,One,Standing,No,Staff
FK O-202_cat-1_001.png,Two,Lying,No,Patient
FK O-202_cat-1_000.png,One,Standing,No,Staff
FK O-201_cat-1_003.png,Two,Standing,Yes,Staff
FK O-201_cat-1_002.png,Two,Standing,No,Staff
FK O-201_cat-1_001.png,One,Standing,No,Staff
FK O-201_cat-1_000.png,One,Lying,No,Patient
621fc6a8-9648-4b30-a0a7-781953f685cc_cat-1_000.png,One,Sitting,No,Patient
FK O-200_cat-1_000.png,One,Standing,Yes,Staff
FK O-199_cat-1_005.png,None,,,
FK O-199_cat-1_003.png,One,Standing,No,Staff
FK O-199_cat-1_002.png,One,Standing,No,Staff
FK O-199_cat-1_001.png,One,Standing,No,Staff
FK O-199_cat-1_000.png,One,Sitting,Yes,Patient
FK O-198_cat-1_020.png,One,Lying,Yes,Patient
FK O-198_cat-1_019.png,Three,Unknown,Unknown / Watermark,
FK O-198_cat-1_018.png,None,,,
FK O-198_cat-1_017.png,One,Lying,Yes,Patient
62021a8b-5dab-4535-9bdb-be7e1f182482_cat-1_000.png,One,Sitting,No,Staff
FK O-198_cat-1_016.png,One,Unknown,Yes,
FK O-198_cat-1_013.png,One,Unknown,Yes,
FK O-198_cat-1_012.png,One,Unknown,Yes,
FK O-198_cat-1_011.png,Two,Unknown,Yes,Staff
FK O-198_cat-1_010.png,Three,Standing,No,Staff
FK O-198_cat-1_009.png,Two,Unknown,Yes,Staff
FK O-198_cat-1_008.png,Three,Standing,Yes,Staff
FK O-198_cat-1_007.png,Three,Standing,No,Staff
FK O-198_cat-1_006.png,One,Standing,No,Other
FK O-198_cat-1_005.png,Two,Standing,No,Staff
61653aa9-5a2d-4344-bf83-82965fbc2e5b_cat-1_003.png,One,Standing,No,Other
FK O-198_cat-1_004.png,One,Standing,No,Staff
FK O-198_cat-1_003.png,Three,Standing,No,Staff
FK O-198_cat-1_002.png,Two,Standing,Yes,Staff
FK O-198_cat-1_001.png,Three,Unknown,Unknown / Watermark,
FK O-198_cat-1_000.png,None,,,
FK O-196_cat-1_001.png,One,Sitting,Yes,Other
FK O-196_cat-1_000.png,Two,Lying,No,Patient
FK O-194_cat-1_001.png,One,Standing,No,Staff
SU-O-105_cat-1_011.png,Two,Unknown,Yes,
SU-O-105_cat-1_010.png,None,,,
SU-O-105_cat-1_009.png,Three,Unknown,Unknown / Watermark,
80d52b02-d020-4247-af5d-7ee805b6611c_cat-1_013.jpg,Two,Standing,No,Staff
SU-O-105_cat-1_008.png,Two,Standing,Yes,Other
SU-O-105_cat-1_007.png,Three,Standing,Yes,Other
SU-O-105_cat-1_006.png,One,Unknown,Yes,
SU-O-105_cat-1_004.png,One,Unknown,Yes,
SU-O-105_cat-1_003.png,Two,Standing,No,Staff
SU-O-105_cat-1_002.png,Three,Standing,No,Staff
SU-O-105_cat-1_001.png,One,Standing,Yes,Other
SU-O-105_cat-1_000.png,Two,Unknown,Yes,Staff
SU-O-103_cat-1_001.png,Two,Standing,No,Staff
SU-O-103_cat-1_000.png,Two,Sitting,No,Patient
80d52b02-d020-4247-af5d-7ee805b6611c_cat-1_012.jpg,Two,Standing,No,Staff
SU-O-101_cat-1_000.png,One,Standing,No,Staff
SU-O-100_cat-1_001.png,One,Lying,Yes,Patient
SU-O-100_cat-1_000.png,One,Lying,No,Patient
SU-O-10_cat-1_006.png,None,,,
SU-O-10_cat-1_005.png,One,Unknown,Unknown / Watermark,
SU-O-10_cat-1_003.png,One,Sitting,Yes,Patient
SU-O-10_cat-1_002.png,One,Unknown,Unknown / Watermark,
SU-O-10_cat-1_001.png,One,Standing,Yes,Staff
SU-E-9_cat-1_000.png,One,Standing,No,Staff
SU-E-75_cat-1_002.png,One,Standing,No,Other
80d52b02-d020-4247-af5d-7ee805b6611c_cat-1_011.jpg,Three,Standing,No,Staff
SU-E-75_cat-1_001.png,One,Standing,No,Staff
SU-E-75_cat-1_000.png,Two,Standing,No,Other
SU-E-55_cat-1_000.png,None,,,
SU-E-520_cat-1_000.jpg,One,Sitting,No,Staff
SU-E-512_cat-1_002.jpg,None,,,
SU-E-512_cat-1_001.jpg,None,,,
SU-E-512_cat-1_000.jpg,Two,Standing,No,Staff
SU-E-503_cat-1_001.jpg,Two,Standing,Yes,Staff
SU-E-503_cat-1_000.jpg,One,Standing,Yes,Other
SU-E-500_cat-1_000.jpg,One,Standing,No,Staff
80d52b02-d020-4247-af5d-7ee805b6611c_cat-1_010.jpg,One,Standing,No,Staff
SU-E-483_cat-1_001.png,None,,,
SU-E-483_cat-1_000.png,One,Standing,Yes,Staff
SU-E-47_cat-1_000.png,One,Standing,No,Staff
SU-E-455_cat-1_001.png,One,Standing,No,Staff
SU-E-455_cat-1_000.png,One,Sitting,No,Other
SU-E-443_cat-1_000.png,One,Lying,Yes,Patient
SU-E-422_cat-1_000.png,One,Standing,No,Other
SU-E-420_cat-1_001.png,One,Standing,No,Staff
SU-E-420_cat-1_000.png,One,Sitting,No,Patient
SU-E-419_cat-1_001.png,One,Standing,No,Patient
80d52b02-d020-4247-af5d-7ee805b6611c_cat-1_009.jpg,Three,Standing,No,Staff
SU-E-419_cat-1_000.png,One,Standing,No,Staff
SU-E-418_cat-1_002.png,One,Standing,No,Staff
SU-O-197_cat-1_003.png,One,Sitting,Yes,Other
SU-O-197_cat-1_002.png,One,Standing,No,Staff
SU-O-197_cat-1_001.png,One,Lying,No,Patient
8174c21a-cf96-474b-8d7a-caa646c9fdd0_cat-1_000.PNG,None,,,
SU-O-196_cat-1_000.png,One,Lying,No,Patient
SU-O-194_cat-1_001.png,One,Sitting,No,Patient
SU-O-194_cat-1_000.png,One,Sitting,No,Other
SU-O-193_cat-1_002.png,One,Lying,Yes,Patient
SU-O-193_cat-1_001.png,One,Standing,No,Staff
SU-O-193_cat-1_000.png,One,Lying,No,Patient
SU-O-192_cat-1_002.png,One,Standing,No,Staff
SU-O-192_cat-1_001.png,One,Lying,No,Patient
SU-O-192_cat-1_000.png,Two,Lying,No,Patient
SU-O-19_cat-1_001.png,One,Sitting,No,Other
817376e3-f50c-4181-9800-4730b6f779fc_cat-1_001.png,One,Sitting,No,Staff
SU-O-19_cat-1_000.png,One,Lying,No,Patient
SU-O-187_cat-1_002.png,One,Lying,Yes,Patient
SU-O-187_cat-1_001.png,One,Lying,Yes,Patient
SU-O-187_cat-1_000.png,One,Standing,No,Other
SU-O-186_cat-1_001.png,One,Sitting,No,Patient
SU-O-186_cat-1_000.png,One,Standing,No,Staff
SU-O-185_cat-1_001.png,One,Lying,No,Patient
SU-O-185_cat-1_000.png,One,Sitting,Yes,Staff
SU-O-184_cat-1_002.png,One,Lying,No,Patient
SU-O-184_cat-1_001.png,One,Standing,No,Staff
817376e3-f50c-4181-9800-4730b6f779fc_cat-1_000.png,Two,Sitting,No,Patient
SU-O-184_cat-1_000.png,Two,Lying,No,Patient
SU-O-182_cat-1_001.png,One,Standing,No,Staff
SU-O-182_cat-1_000.png,None,,,
SU-O-181_cat-1_001.png,One,Lying,Yes,Patient
SU-O-181_cat-1_000.png,One,Lying,No,Patient
SU-O-180_cat-1_000.png,One,Standing,Yes,Staff
SU-O-18_cat-1_001.png,One,Standing,No,Other
SU-O-18_cat-1_000.png,Two,Lying,No,Patient
SU-O-179_cat-1_002.png,One,Standing,No,Staff
SU-O-179_cat-1_001.png,One,Standing,No,Staff
811b9ae5-0d7f-492e-b59a-e2c78285141b_cat-1_001.png,None,,,
SU-O-179_cat-1_000.png,One,Lying,No,Patient
SU-O-176_cat-1_002.png,One,Lying,No,Patient
SU-O-176_cat-1_001.png,One,Lying,Yes,Patient
SU-O-176_cat-1_000.png,One,Standing,No,Staff
SU-O-175_cat-1_000.png,One,Lying,No,Patient
SU-O-172_cat-1_000.png,One,Standing,No,Staff
SU-O-171_cat-1_000.png,One,Standing,No,Staff
SU-O-170_cat-1_005.png,Two,Lying,No,Patient
SU-O-170_cat-1_004.png,One,Sitting,Yes,Staff
SU-O-170_cat-1_003.png,None,,,
811b9ae5-0d7f-492e-b59a-e2c78285141b_cat-1_000.png,One,Sitting,No,Staff
SU-O-170_cat-1_002.png,Two,Unknown,Unknown / Watermark,
SU-O-170_cat-1_001.png,Two,Lying,No,Patient
c0081d97-7adb-410c-8929-c7ee6533894d_cat-1_002.png,One,Sitting,Yes,Other
c0081d97-7adb-410c-8929-c7ee6533894d_cat-1_001.png,Three,Sitting,No,Patient
c0081d97-7adb-410c-8929-c7ee6533894d_cat-1_000.png,Two,Sitting,No,Other
C003_cat-1_000.jpg,One,Standing,Yes,Staff
C002_cat-1_000.jpg,One,Standing,Yes,Staff
C001_cat-1_000.jpg,One,Standing,Yes,Staff
bxdzfayax_largest_cat-1_000.jpg,One,Lying,Yes,Patient
breathcall-in-use_3689_cat-1_000.jpg,One,Lying,Yes,Patient
Book-pictures-2015-593_cat-1_001.jpg,One,Standing,Yes,Staff
Book-pictures-2015-593_cat-1_000.jpg,One,Lying,No,Patient
43a8896c-cac0-4671-b467-8647624f444d_cat-1_001.png,Two,Standing,Yes,Other
Boghosian_Brigham10_STAT_cat-1_003.jpg,Two,Standing,Yes,Staff
Boghosian_Brigham10_STAT_cat-1_002.jpg,One,Standing,Yes,Staff
Boghosian_Brigham10_STAT_cat-1_001.jpg,One,Standing,Yes,Staff
Boghosian_Brigham10_STAT_cat-1_000.jpg,One,Standing,Yes,Other
bird’s-eye-view-doctor-hospital-rooms-bed-empty-room-table-chair-private-station-above-70604871_cat-1_000.jpg,One,Standing,No,Patient
bir-c202813r_cat-1_001.jpg,One,Standing,No,Staff
bir-c202813r_cat-1_000.jpg,One,Standing,Yes,Staff
bike-crop_cat-1_003.jpg,Two,Standing,Yes,Staff
bike-crop_cat-1_002.jpg,One,Standing,Yes,Staff
bike-crop_cat-1_001.jpg,Three,Lying,No,Patient
43a8896c-cac0-4671-b467-8647624f444d_cat-1_000.png,Two,Sitting,No,
bike-crop_cat-1_000.jpg,Two,Standing,Yes,Staff
bigstock-197672284_cat-1_002.jpg,Two,Lying,Yes,Patient
bigstock-197672284_cat-1_001.jpg,One,Standing,Yes,Staff
bigstock-197672284_cat-1_000.jpg,One,Lying,Yes,Patient
bfgcfbfae_largest_cat-1_000.jpg,One,Lying,Yes,Patient
bee1b87d-cb61-45df-80f6-be1f31999090_cat-1_027.jpg,Two,Standing,Yes,Staff
bee1b87d-cb61-45df-80f6-be1f31999090_cat-1_022.jpg,Three,Standing,Yes,Staff
bee1b87d-cb61-45df-80f6-be1f31999090_cat-1_021.jpg,Two,Unknown,Yes,Staff
bee1b87d-cb61-45df-80f6-be1f31999090_cat-1_020.jpg,Three,Standing,No,Staff
